item_id,category,price,rating
188,Education,416.45,3.7
189,Books,8.38,3.51
190,Education,406.1,3.36
191,Music,215.23,3.34
192,Education,311.76,3.56
193,Gaming,483.69,1.71
194,Electronics,313.43,1.75
195,Fashion,108.93,3.68
196,Movies,458.4,1.64
197,Sports,481.42,2.28
198,Education,198.7,1.61
199,Music,309.84,3.39
200,Education,223.92,2.9
201,Sports,313.37,3.33
202,Sports,190.26,4.54
203,Music,335.49,1.82
204,Education,163.35,4.15
205,Fashion,56.74,4.0
206,Movies,182.63,3.21
207,Gaming,143.88,4.95
208,Gaming,453.39,4.71
209,Music,96.46,4.37
210,Education,270.02,3.83
211,Fashion,112.66,3.85
212,Sports,457.56,2.07
213,Movies,120.51,1.42
214,Books,137.07,3.14
215,Education,417.19,2.12
216,Fashion,312.47,2.92
217,Fashion,147.85,3.04
218,Sports,88.14,3.56
219,Fashion,62.25,3.92
220,Education,92.97,4.99
221,Books,412.72,2.38
222,Gaming,215.97,2.04
223,Education,384.72,2.52
224,Movies,378.82,1.07
225,Sports,72.13,2.46
226,Sports,58.91,3.4
227,Electronics,30.16,4.44
228,Electronics,381.85,1.87
229,Music,244.48,2.81
230,Movies,363.81,2.61
231,Music,21.3,2.09
232,Fashion,235.77,4.9
233,Fashion,441.17,1.73
234,Electronics,363.02,4.75
235,Books,9.35,3.88
236,Music,232.37,3.72
237,Gaming,304.77,4.94
238,Books,147.96,4.14
239,Sports,121.15,2.74
240,Books,487.81,4.06
241,Sports,161.33,3.48
242,Education,29.6,2.07
243,Movies,360.6,3.28
244,Music,237.49,3.76
245,Music,202.24,1.1
246,Electronics,223.31,4.61
247,Movies,429.02,2.64
248,Fashion,16.0,3.55
249,Books,371.89,2.18
250,Electronics,240.95,4.97
251,Education,290.29,2.4
252,Education,315.61,1.72
253,Books,103.63,4.7
254,Books,123.4,2.24
255,Books,274.17,4.6
256,Electronics,391.82,1.18
257,Books,348.05,3.02
258,Fashion,240.4,3.77
259,Books,102.13,4.93
260,Sports,324.43,2.46
261,Music,302.1,1.87
262,Fashion,318.75,1.11
263,Movies,173.89,3.99
264,Education,404.95,2.01
265,Education,272.01,3.11
266,Books,213.62,1.91
267,Fashion,353.1,2.01
268,Music,455.96,3.11
269,Music,435.89,2.16
270,Fashion,404.5,1.45
271,Books,384.58,2.55
272,Sports,237.65,1.67
273,Education,14.22,3.66
274,Gaming,295.92,3.49
275,Electronics,131.23,1.96
276,Sports,416.0,4.05
277,Education,171.71,3.55
278,Music,414.93,4.56
279,Movies,7.87,4.25
280,Fashion,178.44,3.87
281,Books,188.84,3.42
282,Movies,325.16,2.62
283,Music,258.83,3.91
284,Gaming,240.77,1.06
285,Music,11.39,3.65
286,Sports,424.38,4.14
287,Fashion,158.65,2.88
288,Gaming,120.91,4.96
289,Sports,133.95,2.67
290,Fashion,342.16,4.5
291,Gaming,30.48,2.2
292,Gaming,286.65,3.47
293,Gaming,39.66,3.66
294,Education,266.39,4.31
295,Music,114.98,1.78
296,Electronics,397.7,3.82
297,Education,396.88,4.13
298,Fashion,56.48,2.11
299,Electronics,133.74,4.74
300,Books,246.3,1.44
301,Books,148.34,4.49
302,Music,424.3,4.6
303,Music,197.32,3.57
304,Gaming,142.7,1.72
305,Fashion,15.84,1.89
306,Gaming,304.17,4.62
307,Electronics,71.04,4.67
308,Gaming,175.97,2.71
309,Electronics,185.66,2.63
310,Fashion,133.3,3.79
311,Electronics,380.3,4.29
312,Movies,173.94,4.06
313,Gaming,320.65,4.83
314,Gaming,215.27,4.97
315,Movies,371.5,4.11
316,Music,17.72,2.99
317,Music,266.53,1.16
318,Electronics,159.5,4.82
319,Movies,215.93,1.75
320,Fashion,259.1,1.14
321,Gaming,260.41,3.38
322,Education,182.06,4.05
323,Sports,72.18,4.51
324,Education,477.95,1.0
325,Music,422.15,3.02
326,Gaming,233.4,1.95
327,Sports,226.43,4.8
328,Movies,109.34,1.72
329,Books,124.74,3.21
330,Electronics,465.5,3.3
331,Music,125.52,2.76
332,Gaming,198.25,1.19
333,Fashion,257.77,1.5
334,Movies,421.91,3.2
335,Sports,423.08,4.82
336,Books,471.88,1.4
337,Movies,472.68,4.18
338,Music,389.94,1.36
339,Fashion,93.86,4.9
340,Electronics,110.62,1.68
341,Electronics,184.36,4.65
342,Movies,240.72,4.68
343,Sports,170.5,1.91
344,Movies,250.13,3.46
345,Gaming,198.79,2.38
346,Books,112.94,2.1
347,Electronics,338.19,2.48
348,Music,44.48,1.55
349,Movies,189.33,4.7
350,Music,192.62,1.24
351,Books,211.91,3.68
352,Electronics,298.83,2.12
353,Books,345.6,3.52
354,Education,90.23,1.65
355,Movies,275.86,3.64
356,Electronics,481.15,2.69
357,Education,383.64,1.47
358,Music,445.36,3.53
359,Sports,316.37,1.57
360,Sports,24.59,3.81
361,Music,62.94,1.51
362,Movies,97.81,1.39
363,Movies,314.57,2.69
364,Fashion,136.72,2.76
365,Gaming,422.85,4.71
366,Sports,246.3,3.27
367,Books,132.31,3.05
368,Music,375.32,2.97
369,Sports,154.53,3.33
370,Music,473.59,4.55
371,Education,385.77,2.1
372,Books,124.57,4.35
373,Fashion,94.75,3.42
374,Gaming,222.27,2.87
375,Gaming,230.0,4.6
376,Books,48.11,4.13
377,Books,418.33,4.77
378,Electronics,229.04,3.0
379,Gaming,480.84,2.83
380,Fashion,254.26,2.33
381,Education,20.66,2.73
382,Sports,329.27,3.76
383,Education,8.22,4.2
384,Books,248.75,3.08
385,Music,481.06,2.14
386,Gaming,382.02,3.3
387,Gaming,351.9,2.67
388,Movies,143.21,3.18
389,Education,190.6,1.89
390,Gaming,420.42,2.9
391,Education,424.42,2.9
392,Education,280.61,4.98
393,Gaming,475.99,2.09
394,Fashion,434.98,2.56
395,Fashion,40.27,3.3
396,Fashion,488.64,4.9
397,Education,67.6,4.08
398,Education,402.4,2.47
399,Fashion,331.0,2.95
400,Books,117.81,4.05
401,Sports,135.06,2.36
402,Education,99.06,3.88
403,Education,232.07,2.77
404,Electronics,304.26,1.63
405,Fashion,449.59,2.86
406,Music,186.43,1.51
407,Books,88.14,4.68
408,Gaming,231.03,3.89
409,Books,44.86,3.57
410,Books,461.15,2.2
411,Music,291.67,4.76
412,Movies,361.06,1.25
413,Electronics,192.47,1.34
414,Fashion,431.35,3.49
415,Books,478.41,1.08
416,Music,214.43,1.42
417,Movies,178.49,1.65
418,Music,167.75,4.28
419,Movies,84.55,2.89
420,Movies,461.18,5.0
421,Education,129.07,4.74
422,Electronics,134.39,2.65
423,Fashion,439.57,4.14
424,Fashion,429.46,4.2
425,Gaming,121.36,3.24
426,Electronics,195.7,2.84
427,Movies,81.21,2.26
428,Movies,429.54,4.59
429,Sports,307.03,2.99
430,Fashion,357.86,3.44
431,Education,491.92,1.76
432,Electronics,227.28,4.67
433,Books,457.79,2.98
434,Music,71.73,4.26
435,Books,294.66,4.09
436,Electronics,233.95,1.82
437,Gaming,16.87,3.24
438,Education,84.72,1.75
439,Movies,220.97,2.77
440,Education,140.82,1.53
441,Music,472.75,1.53
442,Gaming,178.63,2.22
443,Education,433.84,2.64
444,Fashion,66.4,1.04
445,Fashion,362.37,3.86
446,Education,211.8,1.51
447,Education,188.96,3.36
448,Education,353.45,1.31
449,Fashion,280.37,2.1
450,Music,310.55,3.59
451,Books,455.75,2.64
452,Gaming,271.11,2.07
453,Gaming,146.85,1.18
454,Sports,146.6,1.26
455,Gaming,482.14,3.5
456,Music,90.71,1.47
457,Electronics,188.21,2.23
458,Education,143.23,2.87
459,Movies,456.87,3.27
460,Books,263.01,4.23
461,Fashion,6.99,1.79
462,Electronics,250.61,3.82
463,Movies,245.09,1.65
464,Books,465.34,2.31
465,Books,395.17,4.57
466,Sports,176.49,4.38
467,Electronics,356.83,4.62
468,Sports,129.4,4.73
469,Education,37.33,4.17
470,Electronics,220.65,1.71
471,Books,44.3,2.56
472,Fashion,197.72,1.92
473,Electronics,111.68,2.6
474,Movies,208.01,2.77
475,Sports,435.04,3.45
476,Sports,15.11,3.08
477,Education,382.41,1.23
478,Books,214.19,2.8
479,Music,477.24,2.9
480,Gaming,376.2,2.21
481,Electronics,390.76,2.29
482,Education,217.86,2.92
483,Electronics,463.55,1.21
484,Music,102.45,3.82
485,Gaming,290.9,2.01
486,Fashion,148.15,2.47
487,Gaming,227.92,4.27
488,Electronics,11.84,4.59
489,Music,209.45,1.92
490,Gaming,256.66,3.64
491,Movies,27.15,3.86
492,Books,381.58,1.66
493,Books,88.1,1.82
494,Books,399.33,2.09
495,Fashion,398.99,3.16
496,Movies,384.75,3.21
497,Fashion,171.21,4.64
498,Fashion,359.07,2.94
499,Movies,320.53,3.46
500,Books,182.27,2.7
501,Fashion,162.54,5.0
502,Movies,292.13,1.37
503,Gaming,261.96,1.2
504,Fashion,147.88,2.78
505,Electronics,269.46,4.9
506,Music,491.2,1.39
507,Fashion,271.38,4.27
508,Electronics,122.67,4.0
509,Electronics,439.92,3.65
510,Movies,167.21,4.69
511,Gaming,442.34,3.86
512,Books,185.02,4.17
513,Music,161.47,2.01
514,Fashion,259.93,4.99
515,Gaming,403.14,3.92
516,Music,228.75,2.25
517,Movies,428.67,3.27
518,Gaming,407.56,2.95
519,Books,378.21,4.47
520,Electronics,198.74,1.05
521,Sports,131.19,4.66
522,Sports,345.33,3.95
523,Sports,166.02,3.81
524,Education,324.91,1.71
525,Gaming,484.5,2.42
526,Books,168.0,2.48
527,Movies,50.4,3.5
528,Electronics,123.12,4.21
529,Music,200.11,2.83
530,Education,324.98,4.05
531,Gaming,119.4,4.87
532,Books,313.05,1.02
533,Education,210.73,2.75
534,Electronics,405.54,2.22
535,Gaming,168.96,1.28
536,Sports,145.36,3.87
537,Electronics,319.2,1.33
538,Movies,61.77,2.51
539,Books,373.16,4.33
540,Sports,12.24,2.32
541,Fashion,215.01,4.64
542,Movies,253.2,2.08
543,Gaming,198.07,2.75
544,Education,336.65,1.16
545,Books,197.78,3.59
546,Sports,145.24,3.37
547,Fashion,181.85,4.03
548,Music,35.0,4.67
549,Fashion,89.95,1.63
550,Sports,421.12,4.48
551,Gaming,51.02,4.63
552,Education,140.28,3.47
553,Electronics,38.95,2.52
554,Electronics,228.11,3.4
555,Education,265.01,2.85
556,Movies,480.02,1.74
557,Fashion,83.21,3.85
558,Electronics,41.9,2.93
559,Electronics,244.61,2.24
560,Education,465.57,2.13
561,Movies,147.78,1.94
562,Movies,77.17,2.46
563,Gaming,342.04,3.97
564,Music,407.64,1.79
565,Sports,22.64,4.9
566,Movies,12.09,4.84
567,Electronics,415.26,4.65
568,Fashion,196.66,1.79
569,Books,305.2,3.97
570,Movies,69.78,4.19
571,Books,108.25,2.97
572,Gaming,428.96,1.77
573,Books,124.73,1.25
574,Fashion,77.57,1.59
575,Movies,105.7,2.14
576,Gaming,408.42,4.66
577,Sports,206.11,1.51
578,Music,115.79,3.94
579,Music,340.33,4.87
580,Movies,12.17,4.0
581,Education,255.37,4.61
582,Movies,290.2,2.79
583,Sports,334.6,4.33
584,Music,144.84,1.43
585,Music,219.34,1.86
586,Sports,217.62,4.96
587,Education,289.19,3.77
588,Music,340.57,4.28
589,Electronics,472.34,3.64
590,Fashion,240.67,2.27
591,Electronics,183.34,2.34
592,Education,165.61,3.78
593,Electronics,295.92,1.81
594,Electronics,484.96,2.71
595,Fashion,285.21,3.81
596,Gaming,308.77,2.24
597,Education,399.86,1.44
598,Gaming,286.65,2.09
599,Books,309.8,1.87
600,Books,387.24,1.91
601,Electronics,445.74,4.45
602,Education,184.38,2.54
603,Books,352.24,1.36
604,Music,45.06,1.55
605,Gaming,283.43,1.6
606,Music,142.42,3.59
607,Gaming,12.73,1.72
608,Fashion,465.32,3.65
609,Electronics,156.25,1.18
610,Books,295.09,1.89
611,Education,480.29,3.75
612,Music,487.19,4.4
613,Sports,244.1,3.68
614,Education,406.99,3.31
615,Electronics,35.44,2.88
616,Sports,69.63,3.86
617,Electronics,341.91,4.97
618,Movies,316.26,4.2
619,Music,137.8,2.36
620,Sports,458.93,4.02
621,Books,329.36,2.02
622,Movies,350.8,4.55
623,Sports,119.24,3.82
624,Sports,199.88,1.48
625,Education,382.91,1.67
626,Music,130.18,4.13
627,Electronics,372.36,2.02
628,Movies,470.78,1.86
629,Education,496.84,3.95
630,Sports,199.29,1.52
631,Electronics,163.65,1.77
632,Sports,312.81,2.43
633,Gaming,151.03,4.03
634,Books,119.15,3.35
635,Movies,101.33,3.86
636,Education,314.44,4.19
637,Fashion,38.91,1.84
638,Sports,81.46,1.76
639,Fashion,55.99,3.25
640,Books,298.75,4.37
641,Fashion,211.78,3.13
642,Books,495.7,3.13
643,Fashion,288.92,4.98
644,Movies,497.09,2.7
645,Sports,319.3,2.92
646,Movies,361.75,4.75
647,Sports,158.28,4.28
648,Electronics,329.15,2.12
649,Movies,399.66,2.71
650,Education,64.6,4.97
651,Electronics,215.69,3.17
652,Gaming,404.94,4.84
653,Electronics,437.08,3.1
654,Music,275.12,2.12
655,Gaming,234.09,4.79
656,Gaming,364.84,1.05
657,Movies,62.67,4.7
658,Books,425.12,2.94
659,Education,310.4,2.16
660,Education,397.45,3.41
661,Music,348.94,2.5
662,Electronics,218.07,1.83
663,Sports,474.29,4.79
664,Electronics,409.79,4.74
665,Movies,334.34,1.94
666,Gaming,381.3,2.3
667,Education,223.04,2.1
668,Music,214.69,3.72
669,Electronics,59.75,1.42
670,Gaming,343.47,4.12
671,Sports,277.98,1.73
672,Music,218.22,4.03
673,Books,344.44,1.44
674,Electronics,484.73,1.89
675,Sports,114.09,2.84
676,Gaming,166.99,4.94
677,Books,42.86,2.23
678,Sports,194.45,2.97
679,Sports,13.12,1.33
680,Fashion,132.62,3.22
681,Music,385.05,3.75
682,Movies,285.68,2.59
683,Books,435.99,2.84
684,Books,153.13,3.52
685,Electronics,347.6,2.59
686,Education,18.93,1.38
687,Gaming,423.57,1.23
688,Electronics,298.05,1.73
689,Music,118.32,2.09
690,Movies,23.95,1.71
691,Sports,327.0,2.99
692,Books,399.68,1.24
693,Education,445.0,4.99
694,Sports,12.79,4.87
695,Music,121.75,3.77
696,Electronics,149.78,3.09
697,Music,257.66,2.44
698,Sports,360.19,3.4
699,Books,256.6,4.93
700,Education,470.3,4.82
701,Books,441.26,2.02
702,Education,178.24,1.92
703,Books,493.16,1.61
704,Books,186.42,1.8
705,Electronics,115.61,1.99
706,Electronics,321.64,1.3
707,Gaming,288.4,4.28
708,Music,384.43,1.6
709,Books,457.79,4.08
710,Fashion,7.62,3.95
711,Electronics,370.02,2.99
712,Education,27.76,3.32
713,Electronics,384.04,2.08
714,Movies,335.2,2.42
715,Gaming,289.06,2.54
716,Books,155.36,4.42
717,Books,378.15,2.38
718,Electronics,220.14,3.77
719,Electronics,406.48,3.74
720,Movies,272.76,4.82
721,Gaming,388.2,1.46
722,Gaming,281.28,2.64
723,Books,398.49,1.18
724,Gaming,208.31,2.27
725,Sports,74.89,2.52
726,Electronics,338.04,2.45
727,Education,292.1,3.37
728,Gaming,295.62,3.12
729,Education,62.91,1.87
730,Gaming,401.03,3.01
731,Books,354.51,3.28
732,Music,24.15,4.18
733,Electronics,36.84,4.77
734,Education,111.61,3.05
735,Music,36.48,4.58
736,Sports,490.07,1.59
737,Books,151.41,1.06
738,Books,394.55,2.25
739,Electronics,296.47,1.16
740,Books,359.15,3.12
741,Sports,363.87,4.16
742,Fashion,49.18,3.31
743,Movies,326.72,3.07
744,Music,95.29,4.18
745,Gaming,498.74,4.88
746,Education,389.88,2.67
747,Education,171.96,1.27
748,Fashion,211.06,1.62
749,Sports,130.9,4.57
750,Fashion,484.42,4.79
751,Electronics,100.71,4.6
752,Electronics,75.05,3.03
753,Fashion,323.61,2.85
754,Movies,476.16,2.33
755,Gaming,266.05,1.3
756,Music,426.85,2.65
757,Movies,351.76,3.73
758,Fashion,339.75,3.03
759,Fashion,142.37,3.5
760,Education,481.09,4.34
761,Movies,58.84,1.09
762,Music,251.99,4.1
763,Movies,160.38,3.8
764,Music,466.3,2.84
765,Electronics,125.86,4.67
766,Fashion,238.77,2.63
767,Electronics,179.91,2.69
768,Sports,338.46,2.73
769,Electronics,165.49,3.97
770,Gaming,105.47,1.81
771,Music,349.74,4.47
772,Sports,124.4,1.76
773,Sports,336.8,3.48
774,Sports,226.39,1.38
775,Books,50.43,4.11
776,Music,228.63,4.43
777,Sports,289.49,3.47
778,Education,467.43,1.66
779,Education,273.8,1.23
780,Music,182.67,1.59
781,Music,97.98,4.74
782,Movies,307.29,4.57
783,Gaming,224.54,3.39
784,Music,20.89,2.88
785,Fashion,284.21,1.07
786,Books,395.8,2.18
787,Education,228.98,3.14
788,Electronics,496.14,1.4
789,Education,279.86,3.12
790,Sports,39.11,3.54
791,Electronics,146.99,1.42
792,Sports,93.43,4.29
793,Sports,56.54,2.87
794,Education,101.66,1.65
795,Sports,106.83,2.97
796,Sports,122.71,1.39
797,Education,401.69,3.16
798,Music,82.64,2.89
799,Gaming,38.84,3.32
800,Sports,173.45,1.41
801,Gaming,95.9,2.38
802,Fashion,404.17,1.7
803,Electronics,59.28,3.06
804,Music,281.55,1.36
805,Electronics,145.82,2.05
806,Books,97.18,2.26
807,Music,23.37,3.61
808,Electronics,494.3,3.54
809,Books,183.73,3.67
810,Fashion,287.9,4.39
811,Movies,312.83,3.54
812,Education,114.72,2.66
813,Sports,175.49,1.05
814,Music,160.07,2.94
815,Electronics,301.93,4.74
816,Electronics,123.36,1.61
817,Sports,435.38,4.77
818,Sports,246.54,1.46
819,Movies,245.27,1.44
820,Fashion,442.18,3.83
821,Sports,124.36,4.55
822,Movies,320.76,4.81
823,Fashion,490.34,1.01
824,Music,64.51,3.19
825,Sports,478.15,4.98
826,Fashion,285.87,1.7
827,Sports,85.71,4.06
828,Electronics,298.01,3.2
829,Fashion,235.55,3.9
830,Movies,429.74,2.21
831,Books,114.35,3.68
832,Electronics,457.79,2.39
833,Fashion,139.86,1.9
834,Gaming,130.97,1.54
835,Books,300.41,2.12
836,Music,309.4,1.33
837,Sports,62.15,3.14
838,Movies,258.21,2.09
839,Education,414.43,1.75
840,Sports,183.53,3.22
841,Music,434.27,2.67
842,Music,202.31,3.32
843,Fashion,161.76,3.84
844,Gaming,128.1,4.29
845,Books,139.81,4.97
846,Books,161.65,4.52
847,Fashion,201.69,1.98
848,Fashion,116.95,4.4
849,Sports,157.83,2.35
850,Sports,102.51,4.85
851,Gaming,126.15,1.99
852,Music,472.23,4.6
853,Music,128.21,4.46
854,Gaming,128.66,1.34
855,Sports,411.08,4.09
856,Electronics,150.86,1.36
857,Sports,107.19,4.08
858,Movies,482.55,2.04
859,Fashion,410.04,1.91
860,Music,341.4,1.33
861,Sports,294.72,2.08
862,Electronics,463.29,2.16
863,Movies,202.23,4.36
864,Fashion,221.95,1.95
865,Education,276.03,4.36
866,Sports,219.42,1.53
867,Books,194.63,4.82
868,Education,40.65,2.63
869,Books,325.77,1.31
870,Fashion,175.75,4.76
871,Gaming,20.16,4.01
872,Music,421.48,2.11
873,Education,111.28,4.66
874,Education,383.18,1.45
875,Fashion,110.04,3.49
876,Music,212.61,3.02
877,Music,476.01,2.68
878,Education,441.43,3.64
879,Education,65.2,3.98
880,Education,262.5,1.9
881,Movies,148.33,3.23
882,Gaming,302.84,4.87
883,Electronics,428.09,1.82
884,Sports,388.13,1.03
885,Sports,69.26,1.8
886,Sports,300.61,1.78
887,Education,185.81,1.97
888,Sports,172.02,4.77
889,Gaming,498.7,3.74
890,Sports,288.29,3.83
891,Movies,386.97,3.96
892,Gaming,45.54,2.24
893,Gaming,175.0,2.48
894,Fashion,175.44,4.15
895,Music,375.06,1.02
896,Movies,151.71,3.49
897,Books,64.53,1.28
898,Fashion,415.06,2.81
899,Books,428.57,4.29
900,Movies,447.22,1.19
901,Education,97.13,2.18
902,Music,72.43,2.94
903,Sports,400.49,4.8
904,Electronics,445.34,2.83
905,Education,320.06,1.92
906,Music,204.49,4.48
907,Gaming,19.45,3.13
908,Education,437.04,1.49
909,Education,491.36,1.05
910,Gaming,443.63,2.41
911,Gaming,70.68,1.63
912,Music,352.08,4.48
913,Education,322.33,4.71
914,Music,422.03,1.04
915,Movies,336.37,2.22
916,Gaming,229.98,1.38
917,Electronics,144.64,3.53
918,Fashion,113.1,3.59
919,Education,461.9,1.02
920,Sports,393.96,3.57
921,Movies,28.08,4.16
922,Books,116.14,2.06
923,Music,51.29,3.14
924,Books,251.62,2.39
925,Movies,88.53,4.35
926,Books,438.81,3.16
927,Movies,125.89,1.38
928,Sports,434.93,1.38
929,Books,11.52,2.88
930,Books,366.98,2.83
931,Books,30.45,3.76
932,Music,322.95,3.73
933,Electronics,109.55,4.18
934,Sports,242.19,3.15
935,Music,275.19,2.15
936,Sports,128.82,1.02
937,Music,201.32,2.94
938,Movies,372.69,1.27
939,Movies,462.37,2.06
940,Movies,186.53,1.19
941,Sports,328.3,3.84
942,Fashion,464.75,2.35
943,Movies,132.4,3.9
944,Electronics,354.87,4.75
945,Movies,106.63,3.82
946,Movies,38.1,2.92
947,Music,64.1,3.61
948,Gaming,302.73,1.2
949,Gaming,163.21,2.58
950,Electronics,127.79,1.15
951,Education,162.82,4.17
952,Fashion,183.25,2.29
953,Gaming,471.17,1.17
954,Sports,384.81,2.93
955,Sports,472.51,2.57
956,Sports,355.48,1.28
957,Education,464.74,2.38
958,Sports,264.38,1.55
959,Education,473.05,3.69
960,Education,31.7,1.62
961,Music,202.92,1.87
962,Books,155.79,4.99
963,Music,331.03,4.69
964,Sports,220.72,3.84
965,Gaming,232.55,2.31
966,Gaming,261.99,2.71
967,Sports,490.37,2.98
968,Education,406.5,3.67
969,Education,242.42,2.9
970,Electronics,174.24,1.43
971,Music,381.93,4.67
972,Fashion,112.89,4.7
973,Fashion,119.99,3.12
974,Movies,175.09,1.46
975,Electronics,31.15,2.46
976,Education,28.44,1.42
977,Music,75.44,1.01
978,Music,80.86,3.31
979,Sports,410.66,1.77
980,Gaming,45.03,3.92
981,Gaming,9.04,3.94
982,Gaming,69.9,1.91
983,Movies,64.43,1.99
984,Music,400.1,1.53
985,Electronics,497.11,2.31
986,Electronics,461.37,1.76
987,Fashion,98.01,3.26
988,Fashion,30.05,4.2
989,Music,222.61,3.8
990,Gaming,91.44,3.57
991,Gaming,299.06,4.02
992,Sports,152.21,4.73
993,Gaming,480.84,4.47
994,Books,288.16,2.68
995,Gaming,33.71,4.79
996,Sports,476.13,1.07
997,Education,181.66,4.52
998,Books,45.02,1.79
