item_id,category,price,rating
133,Fashion,326.97,4.83
134,Movies,383.59,2.62
135,Education,375.4,4.8
136,Gaming,252.19,2.64
137,Electronics,43.62,4.57
138,Books,126.98,1.26
139,Electronics,270.92,4.38
140,Electronics,206.28,4.13
141,Books,419.02,2.82
142,Books,297.52,3.14
143,Electronics,469.9,3.9
144,Sports,463.04,1.88
145,Electronics,158.57,1.28
146,Gaming,252.45,4.5
147,Sports,166.79,1.51
148,Books,38.88,2.79
149,Education,86.19,2.38
150,Gaming,410.89,2.54
151,Movies,306.89,3.01
152,Books,360.67,1.62
153,Education,460.62,3.57
154,Fashion,139.12,1.49
155,Gaming,79.11,4.13
156,Electronics,296.11,2.52
157,Electronics,169.79,4.42
158,Books,438.01,3.33
159,Music,264.65,4.27
160,Education,375.92,2.6
161,Books,45.96,4.07
162,Fashion,88.51,1.07
163,Electronics,422.43,3.31
164,Books,446.37,2.94
165,Music,463.61,2.42
166,Electronics,363.64,2.2
167,Education,5.58,2.52
168,Books,370.19,1.6
169,Sports,254.88,1.85
170,Electronics,41.94,3.47
171,Gaming,476.22,2.24
172,Education,292.42,4.81
173,Books,326.99,3.69
174,Sports,93.57,2.97
175,Electronics,186.71,2.88
176,Education,401.41,2.84
177,Sports,36.11,4.62
178,Music,274.68,4.7
179,Books,288.32,1.28
180,Electronics,278.67,3.3
181,Movies,111.1,2.88
182,Music,232.42,3.49
183,Movies,133.51,3.33
184,Education,124.27,2.79
185,Movies,65.74,1.15
186,Sports,163.69,2.1
187,Gaming,206.43,4.85
188,Fashion,263.5,3.21
189,Books,471.09,4.68
190,Sports,442.64,1.39
191,Electronics,318.98,4.23
192,Electronics,418.61,3.31
193,Gaming,13.66,4.89
194,Fashion,238.74,2.57
195,Music,200.5,2.7
196,Music,124.88,2.31
197,Education,492.75,2.47
198,Gaming,265.73,4.39
199,Gaming,266.08,2.3
200,Movies,264.26,1.46
201,Education,69.35,3.78
202,Electronics,459.14,3.9
203,Sports,41.93,2.61
204,Books,6.26,3.04
205,Electronics,100.64,4.47
206,Music,56.65,1.01
207,Sports,228.32,1.62
208,Sports,370.3,4.68
209,Gaming,25.76,2.58
210,Fashion,498.42,3.93
211,Education,476.83,1.66
212,Movies,114.58,1.62
213,Gaming,154.67,3.9
214,Gaming,86.65,3.1
215,Gaming,138.26,4.32
216,Fashion,8.26,1.89
217,Books,304.59,1.39
218,Music,235.82,2.74
219,Books,427.0,3.5
220,Sports,321.65,4.81
221,Fashion,491.27,3.61
222,Education,263.39,3.43
223,Electronics,194.31,4.95
224,Electronics,353.99,2.16
225,Electronics,33.59,1.18
226,Movies,106.43,1.93
227,Gaming,210.45,1.86
228,Gaming,317.3,1.85
229,Gaming,98.0,2.88
230,Books,444.89,2.87
231,Movies,209.86,3.31
232,Music,132.32,2.41
233,Electronics,110.85,3.29
234,Books,350.21,3.69
235,Books,131.13,4.12
236,Electronics,131.7,1.6
237,Education,178.16,3.39
238,Education,75.29,3.59
239,Education,432.22,2.17
240,Books,227.85,1.91
241,Movies,183.82,1.09
242,Electronics,477.12,2.66
243,Electronics,395.49,1.57
244,Movies,407.12,4.44
245,Sports,359.16,4.61
246,Books,87.76,2.91
247,Movies,311.95,3.38
248,Electronics,431.22,1.86
249,Music,91.94,2.01
250,Sports,446.32,4.76
251,Books,286.97,3.01
252,Music,304.67,3.47
253,Fashion,89.3,3.75
254,Electronics,228.91,3.07
255,Movies,20.01,4.06
256,Electronics,418.54,3.48
257,Movies,375.62,3.09
258,Education,311.08,2.58
259,Gaming,396.98,2.87
260,Education,341.71,3.49
261,Sports,352.65,4.14
262,Books,258.79,4.25
263,Sports,251.14,4.83
264,Education,377.57,1.68
265,Education,415.64,3.21
266,Books,492.31,3.88
267,Gaming,46.77,2.58
268,Gaming,261.05,4.36
269,Movies,366.03,2.48
270,Books,328.45,3.31
271,Gaming,67.4,1.94
272,Gaming,173.86,1.78
273,Books,79.32,1.23
274,Fashion,437.19,2.16
275,Sports,148.71,1.82
276,Education,240.32,3.06
277,Movies,108.1,3.43
278,Electronics,362.88,2.5
279,Education,294.8,3.01
280,Education,101.8,3.92
281,Movies,401.72,3.6
282,Sports,165.33,4.71
283,Sports,230.4,2.06
284,Fashion,207.08,3.77
285,Music,423.74,2.43
286,Gaming,120.15,3.51
287,Fashion,461.0,1.73
288,Sports,402.49,2.91
289,Movies,400.76,3.02
290,Books,191.78,3.79
291,Education,450.81,2.28
292,Electronics,233.07,1.92
293,Books,95.79,4.11
294,Movies,104.33,4.17
295,Fashion,217.46,4.98
296,Gaming,102.68,1.37
297,Fashion,42.34,4.34
298,Electronics,221.7,1.01
299,Sports,438.01,4.51
300,Education,404.18,1.99
301,Electronics,189.51,3.98
302,Education,247.23,1.62
303,Fashion,125.19,4.89
304,Books,79.75,3.9
305,Books,241.62,3.99
306,Gaming,332.25,2.76
307,Electronics,180.19,4.02
308,Fashion,164.95,4.15
309,Electronics,341.52,3.31
310,Movies,187.56,1.82
311,Books,356.66,1.37
312,Books,485.42,4.91
313,Sports,69.46,1.42
314,Music,209.29,4.85
315,Education,203.15,2.46
316,Fashion,353.27,1.71
317,Books,184.85,2.17
318,Books,302.76,1.65
319,Education,276.61,4.43
320,Electronics,259.51,3.73
321,Movies,42.25,2.8
322,Electronics,51.97,3.4
323,Books,144.12,2.15
324,Gaming,43.0,2.24
325,Movies,255.81,3.34
326,Movies,38.0,3.61
327,Fashion,246.99,3.15
328,Fashion,417.23,2.37
329,Books,91.16,3.21
330,Education,472.79,3.07
331,Music,416.8,4.03
332,Sports,261.57,3.59
333,Education,206.31,3.12
334,Music,256.11,3.84
335,Education,207.94,1.4
336,Electronics,395.41,3.74
337,Fashion,475.31,2.71
338,Electronics,43.71,1.49
339,Electronics,387.79,1.27
340,Movies,454.37,2.13
341,Electronics,449.95,4.09
342,Gaming,436.24,1.86
343,Education,299.87,1.37
344,Music,105.13,2.24
345,Education,371.7,1.1
346,Books,452.04,1.28
347,Fashion,191.36,1.32
348,Sports,385.64,1.57
349,Gaming,442.95,3.12
350,Books,474.49,2.16
351,Movies,229.89,3.78
352,Gaming,416.8,2.69
353,Books,446.75,1.47
354,Books,355.8,2.39
355,Fashion,55.16,2.55
356,Education,440.71,4.92
357,Movies,199.44,4.55
358,Fashion,257.28,3.87
359,Gaming,27.46,3.23
360,Fashion,39.73,2.07
361,Education,285.57,4.23
362,Gaming,282.64,4.74
363,Education,406.11,1.62
364,Electronics,197.53,3.67
365,Movies,469.51,4.95
366,Electronics,382.78,3.3
367,Music,379.52,2.09
368,Sports,145.38,3.62
369,Books,436.56,4.88
370,Movies,173.96,4.19
371,Books,426.51,3.49
372,Gaming,177.06,3.48
373,Books,294.3,3.43
374,Music,311.53,4.39
375,Gaming,89.19,2.47
376,Electronics,295.07,2.13
377,Education,489.19,2.05
378,Sports,237.47,4.51
379,Fashion,44.63,4.28
380,Education,287.65,1.13
381,Movies,451.94,1.16
382,Sports,260.03,1.2
383,Music,40.24,4.55
384,Gaming,384.08,1.79
385,Music,312.13,4.18
386,Books,445.35,2.87
387,Education,449.26,3.03
388,Gaming,345.67,4.92
389,Fashion,121.8,1.67
390,Movies,174.3,1.66
391,Electronics,145.66,3.97
392,Gaming,241.37,2.5
393,Movies,187.52,1.78
394,Gaming,226.47,3.5
395,Gaming,73.88,4.89
396,Sports,224.42,4.79
397,Movies,71.66,4.07
398,Gaming,310.73,4.28
399,Electronics,302.34,4.85
400,Movies,315.33,4.14
401,Education,439.4,3.86
402,Movies,264.5,2.09
403,Fashion,427.97,2.92
404,Books,312.25,1.32
405,Education,251.19,3.79
406,Electronics,294.12,2.79
407,Fashion,115.6,2.24
408,Music,351.81,1.9
409,Books,312.75,3.36
410,Gaming,485.36,1.24
411,Fashion,58.52,3.02
412,Fashion,265.92,1.16
413,Music,413.8,2.98
414,Sports,176.59,2.28
415,Gaming,431.4,1.79
416,Movies,84.41,1.85
417,Fashion,314.39,4.24
418,Electronics,168.83,1.69
419,Sports,108.55,3.48
420,Movies,126.79,4.51
421,Gaming,56.43,1.13
422,Sports,48.75,4.38
423,Electronics,327.36,4.83
424,Gaming,171.47,1.85
425,Fashion,283.18,3.15
426,Movies,297.56,2.39
427,Gaming,7.92,1.14
428,Education,333.59,3.09
429,Fashion,411.4,2.2
430,Education,408.66,2.7
431,Books,52.87,4.91
432,Gaming,258.41,3.52
433,Electronics,337.04,2.45
434,Books,375.03,4.48
435,Books,196.66,3.63
436,Movies,379.78,1.76
437,Books,169.64,1.44
438,Sports,303.09,4.2
439,Books,307.37,1.72
440,Sports,275.45,4.34
441,Music,154.85,4.33
442,Fashion,393.39,1.09
443,Sports,123.53,3.17
444,Gaming,360.22,4.52
445,Books,322.32,2.52
446,Sports,96.39,4.04
447,Sports,107.36,3.78
448,Education,94.7,1.36
449,Gaming,129.29,2.14
450,Electronics,325.37,1.64
451,Music,465.5,3.22
452,Fashion,248.01,2.74
453,Sports,285.47,1.09
454,Electronics,495.09,3.23
455,Movies,22.42,3.36
456,Music,221.35,1.1
457,Books,462.59,1.04
458,Gaming,291.05,4.85
459,Music,122.61,2.02
460,Electronics,5.21,1.27
461,Fashion,27.22,4.29
462,Music,419.19,3.91
463,Movies,179.61,4.29
464,Movies,272.19,2.22
465,Education,221.45,1.26
466,Fashion,472.73,3.48
467,Movies,366.96,3.71
468,Books,335.54,1.07
469,Books,265.06,4.29
470,Gaming,27.04,4.82
471,Music,214.96,2.16
472,Electronics,268.25,4.2
473,Sports,240.0,3.58
474,Movies,252.46,3.53
475,Movies,73.33,1.15
476,Electronics,72.77,2.14
477,Gaming,130.41,3.46
478,Gaming,230.67,1.16
479,Books,22.26,1.36
480,Education,179.78,1.02
481,Education,249.52,2.44
482,Books,279.94,3.88
483,Fashion,129.23,1.63
484,Movies,142.64,1.01
485,Electronics,64.41,4.0
486,Electronics,115.29,4.98
487,Gaming,88.08,4.16
488,Education,354.0,2.29
489,Fashion,168.72,3.25
490,Books,426.93,2.54
491,Movies,35.28,2.5
492,Books,107.62,4.76
493,Education,350.15,1.2
494,Movies,150.03,1.2
495,Gaming,415.86,4.63
496,Books,60.58,2.76
497,Sports,466.28,1.58
498,Music,149.49,2.22
499,Fashion,19.88,1.15
500,Gaming,476.63,3.28
501,Gaming,156.79,2.51
502,Movies,358.85,2.47
503,Gaming,117.74,1.41
504,Sports,365.82,1.72
505,Gaming,39.48,2.71
506,Education,24.59,4.86
507,Movies,315.51,1.61
508,Gaming,90.36,3.28
509,Movies,181.5,4.1
510,Books,275.17,2.73
511,Music,481.68,2.56
512,Music,203.3,3.66
513,Movies,405.69,3.5
514,Music,350.81,2.49
515,Electronics,242.35,1.79
516,Books,341.72,1.89
517,Books,5.62,4.74
518,Fashion,156.48,1.79
519,Fashion,137.73,2.32
520,Electronics,239.9,1.28
521,Education,31.07,2.17
522,Music,151.4,1.47
523,Sports,205.37,2.14
524,Gaming,17.9,4.54
525,Electronics,443.58,1.84
526,Music,85.62,3.19
527,Books,317.22,4.83
528,Books,191.79,3.47
529,Education,439.7,2.8
530,Books,65.56,2.51
531,Gaming,72.6,1.07
532,Electronics,377.02,1.95
533,Sports,5.99,4.49
534,Gaming,224.68,1.96
535,Sports,135.08,1.96
536,Gaming,101.31,4.36
537,Music,89.31,3.25
538,Sports,43.27,4.8
539,Gaming,303.64,4.61
540,Fashion,201.95,4.24
541,Books,427.56,3.81
542,Movies,51.01,1.06
543,Music,88.44,1.47
544,Music,363.94,3.23
545,Electronics,265.35,2.01
546,Gaming,81.53,1.83
547,Education,203.14,3.96
548,Electronics,130.99,3.79
549,Electronics,248.3,4.54
550,Electronics,120.29,2.8
551,Movies,52.85,2.34
552,Fashion,255.91,3.93
553,Movies,103.05,1.87
554,Movies,317.63,2.53
555,Fashion,243.64,4.34
556,Electronics,252.05,3.61
557,Movies,330.1,4.21
558,Gaming,320.88,1.26
559,Gaming,174.38,4.96
560,Movies,102.27,3.35
561,Gaming,422.26,3.35
562,Gaming,189.27,1.32
563,Education,184.02,1.73
564,Gaming,480.63,3.86
565,Electronics,375.94,2.74
566,Music,59.43,2.07
567,Gaming,133.56,2.95
568,Movies,233.18,2.73
569,Fashion,250.51,4.95
570,Electronics,152.69,3.46
571,Movies,123.56,2.87
572,Music,104.02,3.23
573,Gaming,136.18,1.15
574,Music,408.56,1.51
575,Education,187.18,2.91
576,Education,219.08,3.9
577,Music,300.4,2.18
578,Electronics,30.59,4.07
579,Education,179.5,4.56
580,Movies,200.55,3.87
581,Music,470.08,3.6
582,Sports,209.68,3.27
583,Sports,274.01,3.34
584,Electronics,77.68,3.79
585,Gaming,76.8,1.06
586,Fashion,314.27,1.47
587,Sports,386.35,4.46
588,Music,472.64,3.66
589,Movies,243.6,2.41
590,Gaming,248.01,1.76
591,Gaming,177.47,3.87
592,Fashion,112.62,2.06
593,Fashion,375.92,1.71
594,Gaming,126.71,1.07
595,Music,361.43,3.47
596,Movies,348.72,1.86
597,Electronics,345.25,3.39
598,Books,186.23,2.75
599,Gaming,286.12,2.97
600,Music,322.7,1.72
601,Music,272.65,2.8
602,Sports,233.21,2.88
603,Electronics,441.33,4.27
604,Electronics,316.64,3.87
605,Gaming,26.19,3.98
606,Fashion,245.65,2.27
607,Fashion,74.19,1.3
608,Books,27.22,1.65
609,Fashion,19.92,3.93
610,Fashion,128.06,2.47
611,Movies,412.24,1.46
612,Fashion,418.62,3.56
613,Education,174.3,1.47
614,Gaming,50.29,2.34
615,Education,74.47,2.07
616,Education,31.21,3.38
617,Movies,76.91,4.03
618,Gaming,113.0,4.19
619,Fashion,98.99,3.89
620,Music,169.87,3.33
621,Books,24.14,2.98
622,Gaming,78.6,2.95
623,Electronics,74.97,2.75
624,Books,59.76,1.88
625,Books,299.56,4.91
626,Fashion,227.35,3.75
627,Movies,272.02,2.99
628,Books,37.03,1.58
629,Books,442.11,2.64
630,Music,309.09,3.11
631,Movies,192.55,2.55
632,Gaming,279.96,1.56
633,Electronics,196.69,2.79
634,Electronics,492.64,2.41
635,Electronics,324.07,1.55
636,Books,37.41,4.49
637,Education,366.71,2.27
638,Gaming,254.77,1.54
639,Education,355.04,1.28
640,Education,379.73,3.19
641,Fashion,143.03,4.45
642,Sports,493.11,2.02
643,Books,404.09,4.0
644,Fashion,374.86,4.83
645,Music,245.88,3.7
646,Education,412.82,2.92
647,Electronics,243.31,2.27
648,Movies,391.51,3.74
649,Education,228.31,2.68
650,Fashion,40.93,1.03
651,Gaming,266.8,2.67
652,Movies,399.04,3.17
653,Fashion,468.67,1.78
654,Gaming,495.12,2.19
655,Books,323.0,3.01
656,Fashion,182.99,1.56
657,Books,71.74,3.85
658,Fashion,191.93,4.85
659,Electronics,166.2,4.93
660,Sports,106.68,1.41
661,Movies,159.72,4.54
662,Sports,263.32,1.54
663,Education,105.24,2.25
664,Music,297.13,2.33
665,Sports,374.79,3.47
666,Gaming,437.54,3.0
667,Music,168.93,4.99
668,Gaming,181.04,2.71
669,Electronics,405.52,1.35
670,Education,196.31,1.34
671,Music,73.96,1.02
672,Fashion,9.72,2.52
673,Music,405.54,3.35
674,Movies,319.28,3.08
675,Fashion,410.8,4.52
676,Movies,425.62,4.25
677,Fashion,95.44,3.38
678,Books,293.17,3.11
679,Sports,243.0,1.36
680,Music,55.57,4.61
681,Movies,316.94,2.05
682,Music,143.25,3.44
683,Movies,206.43,2.77
684,Electronics,35.02,1.55
685,Electronics,199.71,3.8
686,Gaming,28.77,2.34
687,Movies,349.06,4.17
688,Movies,99.16,3.93
689,Music,477.93,4.63
690,Movies,395.74,3.85
691,Education,121.39,3.54
692,Music,323.42,2.63
693,Fashion,249.04,3.78
694,Sports,476.29,2.18
695,Books,126.95,3.41
696,Books,69.75,3.33
697,Fashion,48.98,2.96
698,Sports,312.11,1.28
699,Fashion,107.44,2.34
700,Education,187.46,3.7
701,Movies,266.87,2.53
702,Education,228.08,1.05
703,Books,386.41,1.16
704,Education,415.51,3.16
705,Education,266.27,3.82
706,Gaming,430.48,4.77
707,Sports,273.97,1.6
708,Sports,439.92,1.16
709,Movies,404.63,3.72
710,Fashion,452.84,4.59
711,Education,31.31,3.44
712,Fashion,66.71,1.31
713,Electronics,226.9,1.39
714,Sports,365.31,4.88
715,Gaming,286.94,1.94
716,Fashion,422.39,4.41
717,Books,367.73,3.46
718,Education,434.56,1.65
719,Music,466.14,4.79
720,Electronics,436.64,2.0
721,Electronics,429.8,2.99
722,Books,299.49,4.36
723,Gaming,19.64,2.45
724,Sports,408.77,4.26
725,Electronics,425.1,1.68
726,Movies,354.41,1.59
727,Music,393.62,1.98
728,Sports,370.22,2.82
729,Electronics,493.2,3.32
730,Gaming,318.13,2.47
731,Sports,368.59,2.98
732,Music,13.94,3.43
733,Fashion,416.08,1.95
734,Movies,114.43,3.44
735,Sports,409.9,2.0
736,Music,466.47,4.71
737,Sports,104.27,2.06
738,Movies,351.8,4.81
739,Electronics,356.39,2.78
740,Electronics,88.66,2.84
741,Books,305.35,2.32
742,Books,257.58,1.52
743,Gaming,228.83,1.36
744,Education,29.3,4.43
745,Education,106.52,3.3
746,Movies,78.75,2.05
747,Books,183.86,1.57
748,Gaming,27.75,4.51
749,Music,10.86,1.25
750,Fashion,403.51,2.13
751,Movies,362.8,1.58
752,Movies,122.45,3.29
753,Movies,494.37,1.29
754,Music,203.27,1.17
755,Movies,103.62,4.63
756,Movies,52.75,4.43
757,Gaming,93.01,4.45
758,Electronics,271.32,4.51
759,Sports,80.09,4.05
760,Music,341.95,3.17
761,Books,406.24,3.59
762,Education,439.14,2.52
763,Sports,297.01,4.48
764,Education,111.33,2.94
765,Books,480.57,2.89
766,Electronics,130.15,2.4
767,Music,443.12,4.82
768,Sports,475.3,3.8
769,Books,257.25,1.73
770,Fashion,65.99,1.24
771,Education,13.77,4.51
772,Movies,405.5,3.27
773,Gaming,499.37,4.81
774,Gaming,329.28,2.86
775,Fashion,80.32,3.06
776,Electronics,83.08,2.59
777,Movies,471.61,2.37
778,Music,80.63,3.33
779,Education,303.17,1.78
780,Fashion,102.31,4.96
781,Education,125.42,4.35
782,Books,237.81,2.74
783,Movies,151.01,4.1
784,Education,440.93,2.04
785,Fashion,52.07,1.55
786,Movies,397.44,2.74
787,Gaming,70.3,2.36
788,Sports,259.55,4.41
789,Electronics,322.66,1.7
790,Books,83.56,2.65
791,Gaming,42.22,4.02
792,Movies,203.72,2.37
793,Fashion,257.01,3.84
794,Movies,286.83,4.21
795,Fashion,316.53,4.15
796,Sports,349.91,1.77
797,Sports,30.92,4.61
798,Education,473.1,3.91
799,Fashion,363.48,2.08
800,Sports,273.51,4.97
801,Sports,428.79,2.22
802,Books,154.02,2.93
803,Fashion,205.28,2.48
804,Books,315.35,1.05
805,Education,382.85,3.96
806,Electronics,416.01,4.37
807,Gaming,285.37,4.12
808,Fashion,248.74,4.81
809,Sports,99.4,4.66
810,Fashion,132.97,1.41
811,Electronics,222.36,3.46
812,Sports,119.34,3.22
813,Fashion,404.91,2.03
814,Fashion,292.26,2.36
815,Books,267.24,3.67
816,Electronics,178.46,4.98
817,Books,284.07,4.3
818,Electronics,363.94,4.41
819,Fashion,91.03,1.89
820,Sports,246.27,4.41
821,Fashion,102.82,4.88
822,Electronics,68.16,1.7
823,Electronics,87.78,3.34
824,Books,459.18,2.02
825,Gaming,278.75,1.7
826,Education,317.41,1.49
827,Gaming,248.2,3.62
828,Gaming,291.67,1.56
829,Books,84.88,3.69
830,Electronics,405.41,4.63
831,Electronics,407.74,4.9
832,Education,207.08,2.32
833,Gaming,18.95,2.8
834,Books,327.43,4.26
835,Electronics,137.39,3.05
836,Books,332.69,3.21
837,Movies,140.64,4.19
838,Sports,90.81,4.62
839,Music,476.54,2.46
840,Gaming,191.21,3.97
841,Books,230.86,1.11
842,Movies,460.34,2.72
843,Electronics,105.73,3.22
844,Sports,113.36,1.82
845,Movies,275.14,2.56
846,Music,288.63,4.99
847,Sports,430.21,1.03
848,Books,30.03,3.44
849,Electronics,315.0,4.51
850,Education,316.38,1.91
851,Movies,236.92,4.24
852,Gaming,461.8,1.95
853,Fashion,272.1,1.64
854,Sports,251.01,1.36
855,Music,471.16,3.55
856,Movies,427.84,4.99
857,Gaming,95.42,3.78
858,Music,444.06,3.3
859,Books,321.65,2.63
860,Electronics,339.01,2.58
861,Electronics,240.93,1.41
862,Sports,8.87,1.22
863,Electronics,100.3,2.83
864,Education,15.39,1.62
865,Gaming,391.82,4.05
866,Fashion,395.92,4.69
867,Electronics,63.94,1.65
868,Music,170.11,4.66
869,Movies,388.86,2.3
870,Music,48.38,3.47
871,Gaming,132.13,3.12
872,Education,471.19,3.29
873,Books,462.3,2.57
874,Music,318.51,4.58
875,Electronics,296.05,3.46
876,Electronics,359.57,4.53
877,Gaming,48.65,2.35
878,Gaming,201.85,4.64
879,Gaming,478.22,1.48
880,Gaming,63.96,4.74
881,Movies,151.41,1.97
882,Books,22.63,2.1
883,Books,348.3,2.7
884,Electronics,260.85,4.67
885,Gaming,61.77,1.28
886,Music,426.71,4.1
887,Movies,135.55,2.3
888,Books,158.59,3.59
889,Books,35.3,2.96
890,Sports,71.27,4.28
891,Movies,193.43,3.11
892,Electronics,19.51,1.23
893,Education,339.15,4.07
894,Music,356.47,3.95
895,Books,56.79,3.77
896,Gaming,94.97,1.39
897,Movies,379.79,4.56
898,Education,359.77,4.22
899,Electronics,495.59,1.54
900,Electronics,482.75,3.4
901,Music,407.56,3.6
902,Sports,287.17,3.81
903,Gaming,163.53,4.7
904,Gaming,62.07,2.27
905,Sports,20.43,2.09
906,Movies,113.02,1.2
907,Fashion,248.43,2.87
908,Gaming,43.48,2.05
909,Gaming,476.89,1.44
910,Fashion,155.98,1.14
911,Gaming,78.7,3.8
912,Education,186.52,2.81
913,Electronics,82.7,3.73
914,Sports,377.0,1.72
915,Gaming,27.27,1.32
916,Books,330.24,1.54
917,Education,249.49,1.61
918,Education,89.22,1.02
919,Books,163.81,1.36
920,Music,200.01,3.39
921,Electronics,186.93,3.82
922,Music,372.02,3.79
923,Gaming,468.67,1.95
924,Fashion,98.78,3.44
925,Music,299.46,3.04
926,Education,7.15,3.22
927,Books,466.74,2.34
928,Education,483.96,2.43
929,Gaming,74.23,2.59
930,Electronics,249.83,3.52
931,Sports,254.91,3.15
932,Fashion,16.91,2.01
933,Electronics,158.79,4.95
934,Books,151.31,4.59
935,Fashion,155.84,1.38
936,Gaming,127.57,2.09
937,Music,489.23,3.7
938,Education,466.18,4.34
939,Fashion,291.41,3.7
940,Gaming,314.29,3.67
941,Electronics,136.06,2.63
942,Movies,298.34,1.14
943,Books,244.0,4.44
944,Electronics,248.72,3.21
945,Music,104.94,4.18
946,Fashion,182.64,4.83
947,Books,496.89,4.66
948,Education,47.01,2.33
949,Music,472.84,4.22
950,Music,456.04,3.29
951,Music,242.8,1.43
952,Books,420.54,3.98
953,Education,34.14,1.84
954,Education,280.85,3.74
955,Education,73.15,1.98
956,Movies,100.59,1.88
957,Books,460.75,3.86
958,Fashion,369.87,4.18
959,Education,181.5,4.07
960,Movies,489.31,3.79
961,Gaming,211.29,3.87
962,Fashion,450.89,1.52
963,Books,136.32,4.68
964,Books,473.39,2.94
965,Fashion,190.4,2.13
966,Movies,251.88,4.74
967,Books,79.16,2.68
968,Gaming,456.25,2.4
969,Fashion,385.2,2.56
970,Gaming,403.44,4.92
971,Movies,196.97,4.38
972,Fashion,494.27,4.94
973,Fashion,219.72,2.94
974,Fashion,155.18,2.26
975,Education,248.77,1.8
976,Music,357.01,3.15
977,Books,449.54,4.24
978,Education,164.62,3.02
979,Electronics,376.5,1.77
980,Movies,20.64,4.41
981,Music,73.09,4.56
982,Movies,457.24,2.84
983,Fashion,404.36,2.45
984,Books,429.84,4.3
985,Music,43.87,3.33
986,Movies,321.8,1.0
987,Music,490.06,2.63
988,Education,261.08,1.78
989,Electronics,307.4,4.24
990,Music,295.02,4.15
991,Gaming,366.9,1.95
992,Fashion,220.73,1.59
993,Electronics,25.76,1.25
994,Fashion,471.54,4.94
